score,fa_atr,fa_rep,fa_sol,fa_intra_rep,fa_elec,pro_close,hbond_sr_bb,hbond_lr_bb,hbond_bb_sc,hbond_sc,dslf_fa13,rama,omega,fa_dun,p_aa_pp,yhh_planarity,ref,P_ni_disulfides_side,P_ni_mtcontacts,P_ni_rmsd,P_ni_rmsd_threshold,P_ni_trials,ala_count,aroma_count,cys_count,design_score,exposed_hydrophobic,final_rmsd,his_count,met_count,packstat,P_ni_rmsd_type,time,newname
48.952,-207.743,54.893,110.308,0.723,-17.969,0.316,-3.43,-10.13,-1.514,-0.404,-0.627,11.681,51.707,76.864,-19.021,0.036,3.262,0.0,15.0,0.672,2.0,1.0,0.0,6.0,3.0,48.952,404.358,2.027,1.0,0.0,0.53,no_motif,177.0,S4_1.1.4980
48.996,-187.038,52.243,111.499,0.605,-20.91,0.284,-4.699,-5.394,-2.961,-2.31,-0.519,12.254,53.704,68.419,-23.284,0.0,-2.896,0.0,16.0,0.544,2.0,1.0,0.0,2.0,3.0,48.996,244.031,3.32,0.0,0.0,0.496,no_motif,200.0,S4_1.1.4981
49.059,-183.332,64.577,102.614,0.896,-17.29,0.092,-3.706,-4.296,-0.936,-3.955,0.136,15.848,10.625,86.533,-18.646,0.004,-0.108,0.0,16.0,0.865,2.0,1.0,0.0,6.0,2.0,49.059,553.1,3.224,0.0,0.0,0.474,no_motif,171.0,S4_1.1.4982
49.156,-213.031,71.37,135.102,0.659,-21.9,0.05,-3.872,-4.846,-3.468,-2.184,-1.084,15.61,29.678,72.251,-22.073,0.0,-3.106,0.0,17.0,0.674,2.0,7.0,0.0,3.0,2.0,49.156,319.361,3.059,1.0,0.0,0.519,no_motif,914.0,S4_1.1.4983
49.164,-225.506,63.652,126.83,0.739,-24.788,0.762,-2.287,-6.36,-1.124,-3.788,0.39,10.43,48.495,86.025,-18.184,0.006,-6.129,0.0,14.0,0.986,2.0,2.0,1.0,8.0,2.0,49.164,351.827,3.014,0.0,1.0,0.499,no_motif,261.0,S4_1.1.4984
49.248,-252.393,77.985,132.234,0.81,-13.719,0.916,-1.479,-3.58,-2.157,-2.893,1.469,13.909,21.435,101.479,-17.704,0.028,-7.093,0.0,13.0,1.255,2.0,7.0,2.0,10.0,2.0,49.248,413.52,11.307,1.0,0.0,0.662,no_motif,942.0,S4_1.1.4985
49.313,-222.186,65.689,125.901,0.786,-20.368,0.187,-3.729,-3.059,-3.663,-2.38,-0.464,23.668,19.752,84.219,-16.836,0.009,1.785,0.0,15.0,0.853,2.0,2.0,3.0,6.0,2.0,49.313,449.139,2.704,0.0,0.0,0.517,no_motif,255.0,S4_1.1.4986
49.335,-193.665,58.734,116.123,0.803,-18.965,0.0,-1.814,-7.429,-1.307,-4.68,-0.807,19.839,17.659,86.189,-16.37,0.011,-4.985,0.0,13.0,1.009,2.0,7.0,2.0,4.0,2.0,49.335,498.557,2.306,0.0,1.0,0.524,no_motif,738.0,S4_1.1.4987
49.386,-233.503,78.337,130.161,0.654,-20.0,0.508,-3.937,-9.323,-1.256,-2.077,-0.134,9.516,34.112,80.437,-13.502,0.002,-0.611,0.0,14.0,0.579,2.0,8.0,0.0,5.0,2.0,49.386,199.68,4.14,0.0,0.0,0.609,no_motif,1162.0,S4_1.1.4988
49.456,-190.62,60.618,104.015,0.687,-14.118,3.265,-2.684,-4.13,-1.406,-2.629,0.406,15.463,27.386,80.602,-21.689,0.002,-5.712,0.0,15.0,0.52,2.0,1.0,0.0,6.0,3.0,49.456,544.406,4.363,0.0,0.0,0.388,no_motif,186.0,S4_1.1.4989
49.535,-193.627,78.413,123.017,0.554,-19.461,0.367,-5.146,-3.138,-4.257,-3.969,-0.911,18.492,19.854,74.59,-22.303,0.0,-12.941,0.0,16.0,0.884,2.0,4.0,1.0,3.0,2.0,49.535,162.487,4.769,0.0,0.0,0.553,no_motif,605.0,S4_1.1.4990
49.56,-223.134,52.234,120.973,0.68,-17.818,0.415,-4.33,-6.529,-1.796,-2.036,-0.814,10.989,52.32,80.142,-11.458,0.0,-0.278,0.0,14.0,0.507,2.0,3.0,2.0,5.0,3.0,49.56,472.547,2.144,0.0,0.0,0.536,no_motif,353.0,S4_1.1.4991
49.562,-213.185,71.234,129.205,0.549,-17.704,0.444,-3.559,-1.525,-4.637,-4.959,-0.479,16.089,37.016,77.026,-23.677,0.001,-12.277,0.0,13.0,0.839,2.0,4.0,1.0,6.0,2.0,49.562,148.174,5.276,0.0,0.0,0.602,no_motif,472.0,S4_1.1.4992
49.574,-186.561,56.467,111.686,0.595,-16.199,3.192,-3.448,-3.831,-2.091,-1.612,-0.695,21.808,22.698,73.683,-18.235,0.001,-7.884,0.0,16.0,1.094,2.0,2.0,0.0,3.0,2.0,49.574,454.819,4.239,0.0,1.0,0.442,no_motif,295.0,S4_1.1.4993
49.578,-212.243,60.433,112.51,0.737,-12.482,0.405,-5.356,-5.923,-2.404,-2.744,-0.834,9.019,44.735,86.831,-17.772,0.072,-5.406,0.0,16.0,0.762,2.0,3.0,2.0,4.0,3.0,49.578,464.828,4.121,1.0,0.0,0.557,no_motif,368.0,S4_1.1.4994
49.597,-214.101,66.3,134.399,0.875,-22.571,0.025,-3.577,-1.974,-3.163,-3.172,-0.538,18.016,23.218,83.252,-18.983,0.035,-8.444,0.0,14.0,0.693,2.0,2.0,0.0,6.0,2.0,49.597,251.338,2.553,0.0,0.0,0.486,no_motif,288.0,S4_1.1.4995
49.624,-233.398,75.239,119.674,0.86,-18.468,0.215,-3.963,-7.135,-3.152,-1.77,-0.22,16.271,46.887,83.639,-21.378,0.108,-3.785,0.0,16.0,0.566,2.0,4.0,0.0,9.0,3.0,49.624,280.738,2.263,0.0,0.0,0.577,no_motif,433.0,S4_1.1.4996
49.68,-212.012,80.164,107.511,0.687,-13.013,4.955,-6.687,-0.637,-3.193,-3.431,0.637,12.982,39.344,74.247,-22.863,0.169,-9.181,0.0,12.0,1.64,2.0,3.0,0.0,5.0,2.0,49.68,246.212,9.409,0.0,0.0,0.645,no_motif,336.0,S4_1.1.4997
49.686,-226.667,63.021,121.678,0.836,-22.647,0.0,-3.092,-12.963,-1.862,-2.036,-0.548,15.768,43.108,94.392,-17.691,0.008,-1.618,0.0,16.0,1.178,2.0,2.0,1.0,10.0,2.0,49.686,438.194,2.509,0.0,0.0,0.53,no_motif,277.0,S4_1.1.4998
49.704,-190.75,58.202,113.869,0.778,-14.552,1.044,-4.314,-6.18,-0.523,-1.105,-1.308,14.056,31.38,68.661,-17.431,0.002,-2.126,0.0,13.0,0.915,2.0,6.0,0.0,6.0,2.0,49.704,478.627,4.181,0.0,1.0,0.47,no_motif,639.0,S4_1.1.4999
49.705,-226.471,64.217,121.756,0.888,-21.711,0.601,-5.932,-6.68,-3.178,-2.802,0.43,17.433,54.27,88.557,-19.026,0.0,-12.647,0.0,13.0,0.66,2.0,3.0,0.0,6.0,2.0,49.705,297.672,2.651,0.0,0.0,0.507,no_motif,356.0,S4_1.1.5000
49.709,-216.073,72.399,111.955,0.9,-17.258,0.223,-3.336,-6.571,-3.171,-1.114,-0.674,12.222,28.006,92.363,-19.432,0.0,-0.73,0.0,15.0,0.534,2.0,8.0,0.0,8.0,2.0,49.709,468.236,2.986,0.0,0.0,0.564,no_motif,1059.0,S4_1.1.5001
49.72,-196.702,57.199,115.913,0.826,-17.826,0.491,-4.13,-4.266,-1.901,-3.002,0.248,18.032,23.602,76.78,-15.356,0.028,-0.217,0.0,16.0,0.963,2.0,2.0,0.0,4.0,2.0,49.72,298.792,2.782,0.0,0.0,0.548,no_motif,359.0,S4_1.1.5002
49.818,-189.784,42.358,118.389,0.611,-21.424,0.0,-1.559,-2.204,-3.138,-3.387,-0.411,15.457,46.916,84.866,-20.827,0.004,-16.049,0.0,12.0,1.036,2.0,6.0,1.0,4.0,2.0,49.818,383.715,2.771,0.0,1.0,0.495,no_motif,710.0,S4_1.1.5003
49.823,-205.766,70.799,107.148,0.763,-15.428,3.344,-4.162,-4.998,-1.112,-1.516,1.986,15.701,18.212,82.613,-12.975,0.022,-4.807,0.0,16.0,1.014,2.0,4.0,2.0,6.0,2.0,49.823,409.505,3.953,0.0,0.0,0.544,no_motif,525.0,S4_1.1.5004
49.823,-241.368,76.658,126.741,0.887,-24.9,0.0,-5.589,-8.873,-0.892,-2.942,-1.195,14.143,48.764,83.619,-17.83,0.02,2.58,0.0,15.0,0.645,2.0,7.0,2.0,9.0,2.0,49.823,615.683,2.811,0.0,0.0,0.635,no_motif,857.0,S4_1.1.5005
49.836,-197.132,57.849,122.875,0.623,-18.145,0.022,-4.34,-5.096,-7.751,-2.252,-0.638,16.846,38.067,77.766,-23.076,0.0,-5.782,0.0,11.0,1.19,2.0,1.0,0.0,3.0,2.0,49.836,301.751,4.323,2.0,0.0,0.492,no_motif,191.0,S4_1.1.5006
49.869,-238.667,52.187,128.282,0.72,-25.985,19.05,-5.98,-8.425,-2.108,-3.925,-0.361,11.666,46.627,100.444,-19.104,0.143,-4.697,0.0,13.0,0.615,2.0,4.0,3.0,7.0,3.0,49.869,523.217,2.138,0.0,0.0,0.487,no_motif,465.0,S4_1.1.5007
49.895,-219.647,76.869,119.81,0.628,-21.697,0.533,-1.751,-2.213,-2.955,-3.177,-0.213,14.485,29.086,84.082,-16.324,0.004,-7.624,0.0,13.0,0.846,2.0,5.0,2.0,8.0,2.0,49.895,348.416,3.568,1.0,0.0,0.568,no_motif,580.0,S4_1.1.5008
49.912,-206.285,65.975,107.439,0.933,-16.812,0.004,-2.389,-2.394,-3.43,-2.44,1.283,14.994,27.017,85.418,-15.232,0.104,-4.274,0.0,16.0,1.093,2.0,7.0,2.0,9.0,2.0,49.912,511.034,3.255,1.0,0.0,0.505,no_motif,843.0,S4_1.1.5009
49.924,-209.806,74.225,113.124,0.767,-10.664,0.086,-1.424,-3.89,-3.11,-1.866,-0.402,14.009,17.517,83.934,-18.418,0.007,-4.164,0.0,11.0,1.716,2.0,2.0,1.0,9.0,2.0,49.924,428.971,2.829,0.0,0.0,0.452,no_motif,356.0,S4_1.1.5010
49.932,-207.787,58.346,115.269,0.7,-22.092,0.371,-5.207,-7.685,-4.548,-0.525,-0.835,10.944,49.244,81.044,-15.745,0.0,-1.562,0.0,18.0,0.702,2.0,7.0,0.0,5.0,3.0,49.932,266.259,2.365,0.0,0.0,0.518,no_motif,762.0,S4_1.1.5011
50.021,-202.958,65.975,116.49,0.747,-17.237,0.756,-1.399,-8.685,-2.283,-1.817,0.404,18.547,23.068,79.622,-20.17,0.0,-1.038,0.0,16.0,1.044,2.0,6.0,1.0,6.0,2.0,50.021,523.982,3.357,0.0,1.0,0.564,no_motif,691.0,S4_1.1.5012
50.087,-209.077,51.539,116.608,0.952,-11.982,0.0,-2.529,-3.546,-3.631,0.0,-0.649,12.732,49.39,81.247,-19.79,0.094,-11.27,0.0,15.0,0.813,2.0,1.0,0.0,10.0,2.0,50.087,345.028,2.794,0.0,0.0,0.596,no_motif,209.0,S4_1.1.5013
50.12,-233.418,67.385,126.735,0.84,-11.649,1.05,-2.658,-4.937,-2.614,-2.079,-0.618,17.705,19.977,93.592,-16.64,0.0,-2.55,0.0,16.0,0.993,2.0,1.0,0.0,9.0,2.0,50.12,457.073,3.839,0.0,0.0,0.529,no_motif,171.0,S4_1.1.5014
50.121,-200.757,72.113,114.705,0.772,-17.923,0.492,-4.161,-4.403,-4.323,-2.656,-1.028,9.882,38.27,64.844,-15.576,0.008,-0.14,0.0,15.0,0.604,2.0,5.0,0.0,3.0,2.0,50.121,273.12,3.266,0.0,0.0,0.568,no_motif,560.0,S4_1.1.5015
50.156,-212.032,66.73,115.685,1.025,-14.766,0.028,-1.621,-7.704,-4.621,-0.307,-0.582,16.744,19.581,77.247,-12.11,0.005,6.854,0.0,13.0,0.519,2.0,2.0,2.0,4.0,2.0,50.156,473.44,2.972,0.0,0.0,0.541,no_motif,246.0,S4_1.1.5016
50.184,-201.078,62.234,107.907,0.762,-15.424,0.07,-2.477,-7.677,-2.572,-1.239,0.715,13.13,34.34,75.974,-20.147,0.0,5.666,0.0,14.0,1.356,2.0,9.0,0.0,8.0,2.0,50.184,375.803,2.658,0.0,0.0,0.494,no_motif,805.0,S4_1.1.5017
50.235,-217.041,71.263,122.074,0.667,-36.958,1.002,-4.096,-5.659,-3.711,-2.333,-0.708,16.317,47.801,84.305,-12.649,0.011,-10.048,0.0,16.0,0.609,2.0,1.0,1.0,5.0,2.0,50.235,360.1,2.113,0.0,0.0,0.498,no_motif,201.0,S4_1.1.5018
50.396,-216.744,50.797,116.567,1.078,-14.579,1.157,-2.611,-5.481,-4.027,-0.59,0.052,10.039,43.706,85.09,-14.736,0.0,0.677,0.0,16.0,0.547,2.0,3.0,1.0,7.0,2.0,50.396,606.693,3.022,0.0,0.0,0.582,no_motif,464.0,S4_1.1.5019
50.398,-202.514,52.871,129.463,0.792,-29.989,0.0,-3.99,-3.976,-2.685,-8.036,0.139,15.471,32.713,98.113,-16.479,0.002,-11.495,0.0,14.0,0.972,2.0,5.0,1.0,3.0,2.0,50.398,322.893,2.044,1.0,1.0,0.551,no_motif,638.0,S4_1.1.5020
50.465,-189.949,65.459,111.31,0.609,-26.216,1.002,-3.972,-2.569,-2.979,-0.978,-0.471,19.655,34.424,68.722,-21.576,0.002,-2.008,0.0,15.0,0.787,2.0,7.0,1.0,5.0,2.0,50.465,294.522,3.453,0.0,0.0,0.481,no_motif,698.0,S4_1.1.5021
50.487,-235.613,68.618,116.619,0.881,-15.124,0.161,-2.606,-6.818,-2.757,-1.573,1.125,16.599,29.215,97.725,-14.601,0.012,-1.373,0.0,16.0,0.946,2.0,1.0,0.0,9.0,3.0,50.487,491.928,2.838,0.0,0.0,0.518,no_motif,142.0,S4_1.1.5022
50.497,-243.258,74.957,131.939,0.793,-15.635,0.238,-5.007,-3.214,-2.234,-1.055,-0.314,18.645,29.191,101.022,-24.37,0.107,-11.308,0.0,13.0,0.932,2.0,7.0,1.0,9.0,2.0,50.497,284.32,2.402,0.0,0.0,0.539,no_motif,715.0,S4_1.1.5023
50.59,-198.965,65.198,104.871,0.678,-9.375,2.346,-4.929,-2.095,-0.832,-0.604,-0.367,16.07,33.935,65.175,-17.743,0.011,-2.782,0.0,15.0,1.034,2.0,1.0,1.0,5.0,2.0,50.59,348.438,3.834,0.0,0.0,0.562,no_motif,210.0,S4_1.1.5024
50.64,-194.032,97.139,115.166,0.723,-19.543,0.018,-3.25,-6.962,-2.889,-4.619,-0.149,6.08,14.072,80.616,-20.328,0.026,-11.428,0.0,13.0,1.084,2.0,2.0,0.0,3.0,2.0,50.64,251.005,5.509,0.0,1.0,0.477,no_motif,294.0,S4_1.1.5025
50.642,-199.605,68.776,108.179,0.791,-21.166,0.131,-3.8,-7.537,-1.862,-1.566,-0.667,16.298,35.006,77.115,-16.237,0.003,-3.217,0.0,16.0,0.602,2.0,4.0,1.0,2.0,3.0,50.642,313.285,2.867,0.0,0.0,0.494,no_motif,426.0,S4_1.1.5026
50.668,-218.264,61.209,109.1,0.682,-18.262,0.949,-3.617,-9.546,-4.129,-0.337,-0.731,11.989,60.622,74.465,-11.038,0.002,-2.425,0.0,17.0,0.591,2.0,2.0,1.0,6.0,2.0,50.668,372.338,2.941,0.0,0.0,0.461,no_motif,257.0,S4_1.1.5027
50.676,-196.149,56.304,120.901,0.68,-19.847,0.023,-2.524,-1.37,-2.983,-1.571,-0.447,16.378,28.637,78.403,-18.983,0.003,-6.778,0.0,15.0,0.992,2.0,8.0,0.0,5.0,2.0,50.676,308.392,5.258,1.0,0.0,0.595,no_motif,1013.0,S4_1.1.5028
50.694,-206.831,67.678,123.176,0.821,-16.011,0.074,-3.933,-6.079,-3.34,-2.329,-0.547,11.639,21.734,88.827,-16.318,0.004,-7.874,0.0,11.0,0.941,2.0,6.0,1.0,7.0,2.0,50.694,331.25,5.3,0.0,0.0,0.527,no_motif,846.0,S4_1.1.5029
50.81,-199.329,61.728,104.173,1.054,-13.975,0.501,-3.85,-5.256,-0.338,-0.961,-0.963,18.49,21.794,82.217,-14.095,0.0,-0.379,0.0,17.0,0.746,2.0,2.0,0.0,8.0,2.0,50.81,405.388,3.076,0.0,0.0,0.566,no_motif,251.0,S4_1.1.5030
50.843,-216.474,76.746,118.915,0.647,-22.715,0.0,-3.255,-5.114,-3.087,-2.396,-0.676,22.801,22.625,88.858,-20.341,0.002,-5.692,0.0,12.0,0.994,2.0,5.0,0.0,5.0,2.0,50.843,442.994,3.033,1.0,0.0,0.521,no_motif,753.0,S4_1.1.5031
50.867,-216.263,72.914,113.718,0.745,-12.354,0.176,-2.607,-6.922,-1.978,-1.448,0.295,18.468,26.901,74.516,-21.127,0.004,5.83,0.0,13.0,1.087,2.0,1.0,0.0,9.0,3.0,50.867,485.053,3.291,0.0,0.0,0.557,no_motif,170.0,S4_1.1.5032
50.892,-199.828,70.69,106.199,0.929,-15.565,0.361,-3.98,-3.019,-0.84,-3.737,-0.879,20.197,21.792,76.226,-18.524,0.004,0.866,0.0,17.0,0.902,2.0,9.0,2.0,6.0,2.0,50.892,555.075,3.008,0.0,0.0,0.519,no_motif,1249.0,S4_1.1.5033
50.975,-240.338,86.35,123.027,0.901,-18.621,0.063,-6.176,-7.357,-2.246,-2.182,-0.478,14.9,37.131,87.269,-19.35,0.001,-1.919,0.0,12.0,0.633,2.0,2.0,2.0,6.0,2.0,50.975,354.839,2.688,0.0,0.0,0.674,no_motif,255.0,S4_1.1.5034
50.981,-232.344,69.016,124.144,0.781,-20.326,0.203,-3.173,-5.604,-1.348,-4.087,-0.634,15.492,37.695,98.17,-20.012,0.305,-7.297,0.0,17.0,0.575,2.0,4.0,1.0,8.0,2.0,50.981,411.927,2.678,0.0,1.0,0.551,no_motif,587.0,S4_1.1.5035
50.993,-220.099,56.699,127.197,0.71,-17.486,0.0,-4.768,-6.361,-4.602,-0.762,-0.911,18.538,48.882,74.197,-20.256,0.0,0.013,0.0,15.0,0.48,2.0,4.0,0.0,6.0,2.0,50.993,304.291,3.252,0.0,0.0,0.575,no_motif,580.0,S4_1.1.5036
51.033,-234.346,74.741,129.176,0.958,-17.083,0.01,-2.786,-1.405,-5.085,-2.082,-1.082,22.29,14.9,92.085,-16.55,0.003,-2.71,0.0,12.0,1.333,2.0,1.0,2.0,8.0,2.0,51.033,516.607,2.843,1.0,0.0,0.585,no_motif,220.0,S4_1.1.5037
51.049,-228.074,55.511,125.983,0.978,-18.349,0.0,-2.514,-6.094,-2.379,-1.147,-0.662,16.999,29.289,99.008,-15.906,0.059,-1.653,0.0,11.0,1.066,2.0,4.0,2.0,9.0,2.0,51.049,405.68,2.627,0.0,0.0,0.586,no_motif,540.0,S4_1.1.5038
51.099,-178.049,53.497,108.379,0.606,-18.779,0.252,-3.914,-6.787,-1.502,-3.797,-0.392,8.331,46.449,70.054,-14.102,0.023,-9.171,0.0,15.0,0.687,2.0,2.0,1.0,2.0,2.0,51.099,373.252,4.061,0.0,0.0,0.495,no_motif,275.0,S4_1.1.5039
51.116,-241.257,65.174,120.184,1.101,-23.436,0.986,-5.796,-10.017,-1.334,-2.209,-1.152,16.976,62.724,83.257,-15.909,0.02,1.803,0.0,14.0,0.953,2.0,1.0,0.0,11.0,3.0,51.116,651.612,2.18,0.0,0.0,0.537,no_motif,206.0,S4_1.1.5040
51.152,-167.4,61.849,97.329,0.704,-15.663,0.087,-2.44,-3.497,-3.763,-0.85,-1.103,16.459,19.498,69.877,-22.578,0.002,2.642,0.0,17.0,1.076,2.0,8.0,0.0,4.0,2.0,51.152,163.196,4.029,0.0,0.0,0.54,no_motif,1022.0,S4_1.1.5041
51.165,-181.801,66.987,105.668,0.813,-18.413,0.971,-4.089,-4.611,-2.284,-1.598,-0.755,15.799,24.561,74.216,-22.977,0.0,-1.324,0.0,15.0,1.192,2.0,5.0,1.0,4.0,2.0,51.165,457.616,2.639,0.0,0.0,0.478,no_motif,599.0,S4_1.1.5042
51.169,-193.971,58.318,109.13,0.941,-12.412,0.043,-0.859,-5.865,-1.476,-2.791,-0.871,19.328,23.686,73.618,-17.051,0.0,1.4,0.0,14.0,0.727,2.0,5.0,0.0,7.0,2.0,51.169,313.178,3.929,0.0,0.0,0.51,no_motif,595.0,S4_1.1.5043
51.17,-211.994,71.196,116.283,0.659,-18.837,0.017,-2.679,-7.649,-3.617,-0.97,-1.143,16.94,24.077,83.005,-15.461,0.032,1.311,0.0,13.0,1.492,2.0,1.0,0.0,4.0,2.0,51.17,421.364,4.007,2.0,0.0,0.469,no_motif,170.0,S4_1.1.5044
51.34,-223.505,58.576,132.988,0.693,-23.519,0.0,-4.829,-9.773,-2.457,-4.006,-0.664,12.124,46.577,87.877,-14.889,0.141,-3.996,0.0,17.0,0.921,2.0,2.0,0.0,7.0,2.0,51.34,344.789,2.148,1.0,0.0,0.568,no_motif,192.0,S4_1.1.5045
51.475,-202.542,64.301,123.528,0.604,-7.333,0.0,-3.783,-5.018,-2.095,-2.465,-0.789,16.257,27.92,62.092,-19.598,0.001,0.396,0.0,16.0,0.704,2.0,2.0,0.0,5.0,2.0,51.475,360.292,2.75,0.0,1.0,0.436,no_motif,298.0,S4_1.1.5046
51.51,-208.587,63.97,120.412,0.911,-17.237,0.0,-1.667,-6.34,-3.545,-1.221,-0.039,21.37,24.844,77.506,-18.648,0.024,-0.243,0.0,13.0,0.956,2.0,8.0,2.0,9.0,2.0,51.51,546.888,3.411,0.0,0.0,0.418,no_motif,1138.0,S4_1.1.5047
51.556,-233.006,97.363,120.557,0.804,-8.46,0.839,-3.061,-3.601,-2.055,-2.447,-1.067,14.578,16.308,80.199,-23.0,0.025,-2.418,0.0,14.0,0.588,2.0,1.0,0.0,11.0,2.0,51.556,394.095,2.929,0.0,0.0,0.577,no_motif,172.0,S4_1.1.5048
51.576,-213.401,63.674,105.701,0.955,-12.414,0.031,-4.545,-5.53,-1.483,-0.61,-1.163,17.044,26.679,89.254,-17.855,0.015,5.223,0.0,15.0,0.582,2.0,1.0,1.0,9.0,3.0,51.576,435.204,2.416,0.0,0.0,0.474,no_motif,168.0,S4_1.1.5049
51.688,-201.554,68.83,117.771,0.721,-17.409,0.0,-3.406,-4.225,-4.151,-2.963,0.872,10.195,26.983,83.391,-15.508,0.087,-7.947,0.0,16.0,0.945,2.0,5.0,0.0,11.0,2.0,51.688,438.47,4.029,0.0,1.0,0.399,no_motif,581.0,S4_1.1.5050
51.771,-203.643,66.18,118.296,0.624,-13.341,0.095,-2.4,-5.98,-3.083,-1.475,-0.759,23.629,21.036,73.476,-21.827,0.004,0.94,0.0,16.0,0.657,2.0,4.0,3.0,5.0,2.0,51.771,529.583,3.396,0.0,0.0,0.543,no_motif,616.0,S4_1.1.5051
51.842,-225.838,76.514,117.961,0.777,-20.039,0.044,-3.985,-7.303,-2.211,-2.728,-0.712,8.787,43.927,95.408,-16.182,0.02,-12.597,0.0,14.0,0.603,2.0,2.0,0.0,9.0,3.0,51.842,438.318,2.875,0.0,0.0,0.525,no_motif,254.0,S4_1.1.5052
51.9,-234.596,87.632,128.354,0.704,-18.38,3.209,-1.816,-6.404,-4.499,-3.335,-0.667,12.099,31.652,84.471,-20.5,0.015,-6.04,0.0,18.0,0.505,2.0,1.0,0.0,7.0,2.0,51.9,345.337,2.93,1.0,0.0,0.533,no_motif,174.0,S4_1.1.5053
51.932,-198.812,68.906,116.873,0.649,-15.303,0.214,-4.658,-4.555,-4.176,-0.784,-0.964,19.758,25.933,88.704,-22.648,0.021,-17.225,0.0,15.0,1.09,2.0,9.0,0.0,3.0,2.0,51.932,163.627,2.864,0.0,1.0,0.473,no_motif,1014.0,S4_1.1.5054
51.955,-197.125,72.842,105.62,0.5,-13.909,4.373,-1.24,-3.195,-1.182,-3.512,0.083,15.777,29.198,64.068,-18.228,0.061,-2.176,0.0,18.0,0.816,2.0,5.0,1.0,3.0,2.0,51.955,367.575,9.666,1.0,0.0,0.514,no_motif,737.0,S4_1.1.5055
52.07,-220.982,66.56,119.775,0.687,-17.363,0.093,-3.573,-5.077,-1.62,-3.783,-0.275,17.952,41.324,82.074,-17.63,0.003,-6.097,0.0,16.0,0.913,2.0,1.0,1.0,7.0,2.0,52.07,519.488,2.819,0.0,0.0,0.53,no_motif,170.0,S4_1.1.5056
52.139,-215.544,60.585,114.46,0.939,-22.689,0.22,-1.159,-6.114,-1.252,-3.06,-1.095,18.107,32.887,107.935,-16.831,0.001,-15.252,0.0,16.0,0.713,2.0,2.0,0.0,10.0,2.0,52.139,441.681,2.65,0.0,0.0,0.529,no_motif,268.0,S4_1.1.5057
52.253,-212.991,75.464,113.79,0.865,-14.848,0.017,-4.33,-6.243,-3.255,-2.496,-0.731,12.967,20.448,80.996,-12.433,0.061,4.971,0.0,16.0,0.596,2.0,1.0,1.0,7.0,2.0,52.253,578.529,2.485,0.0,0.0,0.526,no_motif,158.0,S4_1.1.5058
52.327,-227.873,65.709,122.559,1.227,-25.334,0.0,-3.859,-6.244,-3.429,-3.371,-0.125,20.276,27.62,109.078,-14.855,0.01,-9.063,0.0,14.0,0.879,2.0,1.0,0.0,8.0,2.0,52.327,461.58,2.768,0.0,1.0,0.57,no_motif,190.0,S4_1.1.5059
52.339,-203.762,73.648,102.268,0.839,-11.549,0.799,-1.845,-5.381,-2.389,-2.666,-0.531,15.8,28.78,81.284,-20.044,0.202,-3.113,0.0,12.0,0.725,2.0,2.0,0.0,7.0,2.0,52.339,554.04,4.688,0.0,0.0,0.489,no_motif,329.0,S4_1.1.5060
52.501,-220.91,77.33,115.558,1.122,-17.989,1.065,-4.853,-8.384,-1.625,-1.323,-0.813,16.574,16.264,96.323,-13.536,0.043,-2.346,0.0,17.0,0.781,2.0,3.0,2.0,9.0,3.0,52.501,790.425,2.761,1.0,0.0,0.546,no_motif,451.0,S4_1.1.5061
52.527,-221.742,77.813,123.415,0.702,-15.213,2.174,-2.83,-0.41,-3.048,-2.156,-0.854,14.604,30.824,74.79,-18.026,0.0,-7.516,0.0,13.0,1.288,2.0,3.0,0.0,4.0,2.0,52.527,404.156,10.039,1.0,0.0,0.632,no_motif,458.0,S4_1.1.5062
52.577,-190.062,67.151,109.921,0.621,-11.557,0.192,-2.269,-7.716,-1.946,-1.479,-0.591,12.025,29.57,71.914,-21.723,0.042,-1.517,0.0,13.0,0.667,2.0,2.0,0.0,3.0,2.0,52.577,345.629,2.59,0.0,0.0,0.56,no_motif,262.0,S4_1.1.5063
52.612,-205.435,53.433,114.54,0.983,-21.997,0.296,-1.997,-8.743,-2.756,-2.149,-0.724,7.953,56.53,79.133,-17.453,0.0,0.998,0.0,14.0,0.705,2.0,6.0,0.0,4.0,3.0,52.612,443.848,2.066,0.0,1.0,0.462,no_motif,847.0,S4_1.1.5064
52.615,-196.975,68.39,106.421,0.665,-15.252,3.63,-2.682,-5.417,-2.139,-1.513,-1.071,12.838,27.352,88.209,-20.228,0.0,-9.612,0.0,16.0,0.687,2.0,5.0,0.0,4.0,2.0,52.615,239.537,3.17,0.0,0.0,0.564,no_motif,577.0,S4_1.1.5065
52.62,-180.065,66.285,105.344,0.601,-14.85,1.46,-4.64,-2.328,-2.243,-1.812,-0.905,17.129,28.116,70.587,-22.968,0.006,-7.094,0.0,16.0,1.182,2.0,2.0,3.0,5.0,2.0,52.62,390.506,4.215,0.0,0.0,0.54,no_motif,274.0,S4_1.1.5066
52.637,-211.426,68.846,122.845,0.664,-13.969,0.258,-4.371,-4.776,-1.08,-2.636,-0.925,16.879,23.696,84.165,-19.543,0.001,-5.991,0.0,13.0,0.868,2.0,9.0,2.0,6.0,2.0,52.637,349.039,3.278,0.0,1.0,0.425,no_motif,1137.0,S4_1.1.5067
